CO_MUNICIPIO;NO_MUNICIPIO;QTD_ESCOLAS;QTD_ESCOLAS_INFO_DESKTOPS;PCT_ESCOLAS_INFO_DESKTOPS;QTD_ESCOLAS_URBANAS;QTD_ESCOLAS_RURAIS;QTD_ESCOLAS_FEDERAIS;QTD_ESCOLAS_ESTADUAIS;QTD_ESCOLAS_MUNICIPAIS;QTD_ESCOLAS_ENSINO_MEDIO;PCT_ESCOLAS_ENSINO_MEDIO;PCT_ESCOLAS_AGUA_POTAVEL;PCT_ESCOLAS_ENERGIA_REDE_PUBLICA;PCT_ESCOLAS_ESGOTO_REDE_PUBLICA;PCT_ESCOLAS_COLETA_LIXO;PCT_ESCOLAS_BIBLIOTECA_LEITURA;PCT_ESCOLAS_LAB_CIENCIAS;PCT_ESCOLAS_LAB_INFORMATICA;PCT_ESCOLAS_QUADRA;PCT_ESCOLAS_REFEITORIO;PCT_ESCOLAS_INTERNET;PCT_ESCOLAS_INTERNET_ALUNOS;PCT_ESCOLAS_INTERNET_APRENDIZAGEM;PCT_ESCOLAS_BANDA_LARGA;PCT_ESCOLAS_BANHEIRO_PNE;PCT_ESCOLAS_SALA_ATENDIMENTO_ESPECIAL;PCT_ESCOLAS_RAMPAS;PCT_ESCOLAS_PISOS_TATEIS;PCT_ESCOLAS_SINALIZACAO_ACESSIVEL;PCT_ESCOLAS_SEM_ACESSIBILIDADE;QTD_ESCOLAS_COM_INTERNET;PCT_ESCOLAS_COM_INTERNET_QUE_TEM_BANDA_LARGA;TOTAL_DESKTOPS_ALUNOS;TOTAL_PORTATEIS_ALUNOS;TOTAL_TABLETS_ALUNOS;TOTAL_SALAS_UTILIZADAS;TOTAL_SALAS_CLIMATIZADAS;TOTAL_SALAS_ACESSIVEIS;PCT_SALAS_CLIMATIZADAS;PCT_SALAS_ACESSIVEIS;QTD_REGISTROS_ENEM;QTD_CANDIDATOS_ENEM;QTD_ESCOLAS_ENEM_TOTAL;QTD_ESCOLAS_ENEM_IDENTIFICADAS_CENSO;QTD_ESCOLAS_ENEM_NAO_VINCULADAS_CENSO;QTD_PARTICIPANTES_CN;QTD_ESCOLAS_COM_NOTA_CN;MEDIA_CN;PCT_PRESENCA_CN;QTD_PARTICIPANTES_CH;QTD_ESCOLAS_COM_NOTA_CH;MEDIA_CH;PCT_PRESENCA_CH;QTD_PARTICIPANTES_LC;QTD_ESCOLAS_COM_NOTA_LC;MEDIA_LC;PCT_PRESENCA_LC;QTD_PARTICIPANTES_MT;QTD_ESCOLAS_COM_NOTA_MT;MEDIA_MT;PCT_PRESENCA_MT;QTD_PRESENTES_REDACAO;QTD_ESCOLAS_COM_NOTA_REDACAO;MEDIA_REDACAO_GERAL;QTD_REDACOES_SEM_PROBLEMAS;MEDIA_REDACAO_SEM_PROBLEMAS;PCT_PRESENCA_REDACAO;PCT_REDACOES_SEM_PROBLEMAS;PCT_ESCOLAS_ENSINO_MEDIO_IDENTIFICADAS_NO_ENEM;PCT_ESCOLAS_ENEM_NAO_VINCULADAS_CENSO
2108504;Pindaré-Mirim;62;62;100.0;33;29;0;8;54;8;12.9;53.23;100.0;14.52;54.84;19.35;3.23;8.06;8.06;16.13;100.0;19.35;33.87;93.55;17.74;16.13;29.03;4.84;1.61;69.35;62.0;93.55;67;26;73;295;176;31;59.66;10.51;312;312;7;5;2;212;7;454.32;67.95;225;7;462.46;72.12;225;7;472.29;72.12;212;7;434.37;67.95;225;7;515.11;194;597.42;72.12;86.22;62.5;28.57
2108603;Pinheiro;144;144;100.0;29;115;1;11;132;12;8.33;79.17;100.0;0.0;23.61;21.53;3.47;3.47;12.5;11.81;93.06;12.5;41.67;37.5;16.67;8.33;32.64;2.78;0.0;64.58;134.0;40.3;111;36;1;552;305;63;55.25;11.41;744;744;10;9;1;575;9;456.59;77.28;606;9;466.53;81.45;606;9;482.03;81.45;575;9;438.61;77.28;606;9;544.72;560;589.46;81.45;92.41;75.0;10.0
2108702;Pio XII;49;49;100.0;17;32;0;3;46;3;6.12;100.0;100.0;28.57;36.73;14.29;0.0;18.37;6.12;18.37;91.84;10.2;48.98;79.59;28.57;10.2;30.61;8.16;0.0;55.1;45.0;86.67;41;152;14;260;202;24;77.69;9.23;262;262;3;3;0;185;3;441.35;70.61;198;3;444.02;75.57;198;3;460.6;75.57;185;3;421.34;70.61;198;3;430.61;158;539.62;75.57;79.8;100.0;0.0
2108801;Pirapemas;48;48;100.0;14;34;0;2;46;2;4.17;100.0;100.0;0.0;29.17;2.08;0.0;4.17;0.0;0.0;87.5;4.17;66.67;77.08;22.92;0.0;70.83;0.0;0.0;29.17;42.0;88.1;31;3;0;148;46;10;31.08;6.76;155;155;2;2;0;93;2;427.0;60.0;97;2;440.7;62.58;97;2;454.02;62.58;93;2;421.97;60.0;97;2;424.12;75;548.53;62.58;77.32;100.0;0.0
2109007;Porto Franco;38;38;100.0;22;16;1;2;35;2;5.26;73.68;100.0;5.26;60.53;18.42;5.26;2.63;26.32;23.68;100.0;10.53;97.37;86.84;68.42;42.11;76.32;2.63;2.63;2.63;38.0;86.84;68;25;1;232;189;201;81.47;86.64;223;223;2;2;0;176;2;468.42;78.92;183;2;480.01;82.06;183;2;495.95;82.06;176;2;478.92;78.92;183;2;570.05;177;589.38;82.06;96.72;100.0;0.0
2109056;Porto Rico do Maranhão;13;13;100.0;4;9;0;1;12;1;7.69;100.0;100.0;0.0;38.46;30.77;0.0;0.0;15.38;7.69;100.0;38.46;84.62;100.0;69.23;7.69;92.31;0.0;0.0;0.0;13.0;100.0;11;2;0;57;25;22;43.86;38.6;55;55;1;1;0;43;1;423.22;78.18;48;1;440.18;87.27;48;1;457.31;87.27;43;1;392.93;78.18;48;1;499.17;45;532.44;87.27;93.75;100.0;0.0
2108900;Poção de Pedras;50;50;100.0;10;40;0;5;45;5;10.0;100.0;100.0;10.0;26.0;10.0;4.0;2.0;4.0;0.0;82.0;46.0;18.0;70.0;42.0;8.0;84.0;0.0;0.0;14.0;41.0;85.37;31;19;2;207;120;48;57.97;23.19;150;150;5;3;2;92;4;448.73;61.33;95;4;453.6;63.33;95;4;474.66;63.33;92;4;454.02;61.33;95;4;427.79;72;564.44;63.33;75.79;60.0;40.0
2109106;Presidente Dutra;39;39;100.0;20;19;1;6;32;7;17.95;87.18;100.0;15.38;92.31;53.85;10.26;25.64;48.72;35.9;97.44;25.64;38.46;66.67;58.97;12.82;61.54;5.13;0.0;30.77;38.0;68.42;187;61;14;287;221;112;77.0;39.02;445;445;7;7;0;355;7;475.14;79.78;361;7;490.14;81.12;361;7;513.36;81.12;355;7;487.87;79.78;361;7;606.81;338;648.11;81.12;93.63;100.0;0.0
2109205;Presidente Juscelino;28;28;100.0;6;22;0;3;25;3;10.71;96.43;100.0;0.0;28.57;10.71;0.0;0.0;7.14;3.57;100.0;14.29;67.86;96.43;50.0;57.14;32.14;0.0;0.0;3.57;28.0;96.43;1;1;1;133;39;19;29.32;14.29;66;66;2;1;1;52;2;451.59;78.79;53;2;438.84;80.3;53;2;479.15;80.3;52;2;420.86;78.79;53;2;478.11;47;539.15;80.3;88.68;33.33;50.0
2109239;Presidente Médici;19;19;100.0;4;15;0;1;18;1;5.26;78.95;100.0;0.0;21.05;21.05;0.0;5.26;5.26;5.26;68.42;26.32;15.79;36.84;5.26;10.53;10.53;0.0;0.0;36.84;13.0;53.85;6;5;0;86;12;0;13.95;0.0;32;32;1;1;0;23;1;441.53;71.88;23;1;465.43;71.88;23;1;467.55;71.88;23;1;435.31;71.88;23;1;566.09;22;591.82;71.88;95.65;100.0;0.0
2109270;Presidente Sarney;47;47;100.0;6;41;0;2;45;2;4.26;59.57;100.0;0.0;31.91;14.89;2.13;2.13;4.26;27.66;100.0;4.26;74.47;42.55;23.4;0.0;80.85;2.13;0.0;2.13;47.0;42.55;11;21;0;221;200;25;90.5;11.31;176;176;2;2;0;107;2;437.59;60.8;113;2;453.01;64.2;113;2;460.23;64.2;107;2;420.2;60.8;113;2;428.5;96;504.38;64.2;84.96;100.0;0.0
2109304;Presidente Vargas;47;47;100.0;10;37;0;2;45;2;4.26;68.09;100.0;2.13;23.4;4.26;2.13;4.26;8.51;2.13;38.3;4.26;25.53;12.77;14.89;2.13;17.02;2.13;0.0;78.72;18.0;33.33;17;3;0;149;35;23;23.49;15.44;136;136;2;2;0;71;2;425.7;52.21;75;2;451.67;55.15;75;2;451.99;55.15;71;2;415.4;52.21;75;2;480.53;63;572.06;55.15;84.0;100.0;0.0
2109403;Primeira Cruz;57;57;100.0;8;49;0;1;56;1;1.75;98.25;98.25;3.51;19.3;17.54;1.75;1.75;1.75;7.02;64.91;3.51;29.82;19.3;8.77;0.0;3.51;1.75;0.0;94.74;37.0;29.73;6;6;0;181;15;13;8.29;7.18;28;28;1;1;0;19;1;461.69;67.86;19;1;494.69;67.86;19;1;505.48;67.86;19;1;445.73;67.86;19;1;666.32;19;666.32;67.86;100.0;100.0;0.0
2109452;Raposa;27;27;100.0;17;10;0;2;25;2;7.41;100.0;100.0;7.41;96.3;55.56;3.7;3.7;14.81;18.52;100.0;18.52;92.59;100.0;66.67;11.11;70.37;7.41;3.7;0.0;27.0;100.0;39;22;0;225;134;108;59.56;48.0;256;256;2;2;0;181;2;446.75;70.7;195;2;438.45;76.17;195;2;462.48;76.17;181;2;423.73;70.7;195;2;425.54;163;509.08;76.17;83.59;100.0;0.0
2109502;Riachão;26;26;100.0;11;15;0;3;23;3;11.54;92.31;100.0;11.54;61.54;23.08;0.0;7.69;23.08;19.23;73.08;7.69;19.23;61.54;57.69;26.92;61.54;11.54;0.0;26.92;19.0;84.21;23;4;3;153;99;36;64.71;23.53;166;166;3;3;0;115;3;454.02;69.28;115;3;448.45;69.28;115;3;470.87;69.28;115;3;432.35;69.28;115;3;510.96;108;544.07;69.28;93.91;100.0;0.0
2109551;Ribamar Fiquene;18;18;100.0;5;13;0;1;17;1;5.56;100.0;100.0;0.0;38.89;16.67;0.0;5.56;0.0;11.11;100.0;50.0;66.67;94.44;22.22;22.22;27.78;0.0;0.0;66.67;18.0;94.44;13;2;0;69;61;25;88.41;36.23;86;86;1;1;0;57;1;432.35;66.28;62;1;453.61;72.09;62;1;457.44;72.09;57;1;426.33;66.28;62;1;456.77;56;505.71;72.09;90.32;100.0;0.0
2109601;Rosário;66;66;100.0;26;40;1;6;59;7;10.61;100.0;100.0;12.12;63.64;24.24;3.03;6.06;13.64;9.09;92.42;16.67;74.24;90.91;53.03;18.18;68.18;4.55;0.0;3.03;61.0;98.36;110;54;5;336;270;187;80.36;55.65;484;484;7;6;1;374;7;450.84;77.27;385;7;465.79;79.55;385;7;484.71;79.55;374;7;446.8;77.27;385;7;502.49;345;560.75;79.55;89.61;85.71;14.29
2109700;Sambaíba;10;10;100.0;5;5;0;1;9;1;10.0;100.0;80.0;0.0;60.0;60.0;0.0;20.0;30.0;50.0;80.0;10.0;80.0;50.0;40.0;10.0;60.0;0.0;0.0;0.0;8.0;62.5;16;17;0;51;30;35;58.82;68.63;38;38;1;1;0;32;1;426.31;84.21;33;1;432.42;86.84;33;1;444.14;86.84;32;1;420.45;84.21;33;1;539.39;30;593.33;86.84;90.91;100.0;0.0
2109759;Santa Filomena do Maranhão;21;21;100.0;5;16;0;1;20;1;4.76;38.1;100.0;4.76;23.81;4.76;0.0;0.0;0.0;4.76;95.24;66.67;90.48;66.67;28.57;4.76;85.71;4.76;0.0;9.52;20.0;70.0;17;3;0;66;15;27;22.73;40.91;26;26;1;1;0;10;1;413.6;38.46;12;1;414.31;46.15;12;1;447.2;46.15;10;1;406.07;38.46;12;1;320.0;7;548.57;46.15;58.33;100.0;0.0
2109809;Santa Helena;97;97;100.0;16;81;0;4;93;4;4.12;96.91;98.97;4.12;24.74;12.37;1.03;5.15;3.09;7.22;96.91;5.15;41.24;77.32;12.37;6.19;12.37;0.0;0.0;84.54;94.0;79.79;73;64;3;324;175;15;54.01;4.63;395;395;4;4;0;292;4;468.51;73.92;310;4;460.67;78.48;310;4;484.78;78.48;292;4;448.21;73.92;310;4;573.74;292;609.11;78.48;94.19;100.0;0.0
2109908;Santa Inês;75;75;100.0;45;30;1;10;64;10;13.33;100.0;100.0;5.33;66.67;66.67;8.0;8.0;32.0;38.67;94.67;12.0;86.67;93.33;32.0;37.33;65.33;4.0;0.0;34.67;71.0;98.59;176;19;13;592;214;137;36.15;23.14;917;917;10;10;0;692;10;471.71;75.46;724;10;475.79;78.95;724;10;500.02;78.95;692;10;468.44;75.46;724;10;554.7;634;633.44;78.95;87.57;100.0;0.0
2110005;Santa Luzia;142;142;100.0;25;117;0;9;133;9;6.34;91.55;100.0;0.0;33.8;9.15;1.41;2.82;3.52;4.93;83.8;35.21;40.85;68.31;23.24;11.97;41.55;2.82;1.41;52.11;119.0;81.51;79;102;104;573;245;141;42.76;24.61;576;576;8;7;1;378;8;454.65;65.62;410;8;462.47;71.18;410;8;485.04;71.18;378;8;467.01;65.62;410;8;495.9;352;577.61;71.18;85.85;77.78;12.5
2110039;Santa Luzia do Paruá;47;47;100.0;16;31;0;3;44;3;6.38;93.62;100.0;0.0;59.57;14.89;0.0;8.51;4.26;6.38;63.83;6.38;10.64;63.83;25.53;14.89;72.34;2.13;0.0;25.53;30.0;100.0;48;19;5;224;103;29;45.98;12.95;250;250;3;3;0;166;3;459.1;66.4;175;3;462.8;70.0;175;3;484.77;70.0;166;3;450.44;66.4;175;3;531.43;154;603.9;70.0;88.0;100.0;0.0
2110104;Santa Quitéria do Maranhão;75;75;100.0;21;54;0;2;73;2;2.67;98.67;100.0;1.33;29.33;21.33;0.0;1.33;2.67;9.33;96.0;12.0;57.33;94.67;12.0;1.33;64.0;1.33;0.0;30.67;72.0;98.61;2;4;1;308;98;27;31.82;8.77;237;237;2;2;0;205;2;435.01;86.5;209;2;442.95;88.19;209;2;458.02;88.19;205;2;411.45;86.5;209;2;438.66;168;545.71;88.19;80.38;100.0;0.0
2110203;Santa Rita;73;73;100.0;19;54;0;3;70;16;21.92;94.52;100.0;0.0;49.32;34.25;0.0;2.74;16.44;9.59;80.82;10.96;46.58;67.12;15.07;31.51;19.18;2.74;0.0;69.86;59.0;83.05;86;13;3;534;224;44;41.95;8.24;361;361;10;3;7;244;10;442.71;67.59;258;10;442.92;71.47;258;10;463.24;71.47;244;10;430.82;67.59;258;10;484.73;226;553.36;71.47;87.6;18.75;70.0
2110237;Santana do Maranhão;21;21;100.0;4;17;0;2;19;2;9.52;85.71;100.0;0.0;23.81;4.76;0.0;9.52;4.76;0.0;100.0;9.52;38.1;71.43;23.81;0.0;80.95;0.0;0.0;19.05;21.0;71.43;12;5;0;104;39;0;37.5;0.0;82;82;2;2;0;67;2;457.02;81.71;67;2;465.04;81.71;67;2;479.58;81.71;67;2;418.59;81.71;67;2;520.9;63;553.97;81.71;94.03;100.0;0.0
2110278;Santo Amaro do Maranhão;44;44;100.0;7;37;0;1;43;1;2.27;20.45;95.45;0.0;15.91;11.36;2.27;4.55;4.55;2.27;84.09;6.82;38.64;40.91;13.64;2.27;22.73;2.27;0.0;38.64;37.0;48.65;13;15;0;147;68;16;46.26;10.88;100;100;1;1;0;61;1;414.25;61.0;63;1;443.37;63.0;63;1;448.77;63.0;61;1;414.93;61.0;63;1;383.81;51;474.12;63.0;80.95;100.0;0.0
2110302;Santo Antônio dos Lopes;42;42;100.0;10;32;0;3;39;3;7.14;85.71;100.0;0.0;45.24;14.29;0.0;7.14;2.38;2.38;90.48;4.76;19.05;40.48;16.67;0.0;35.71;2.38;0.0;54.76;38.0;44.74;26;10;1;162;106;19;65.43;11.73;119;119;3;2;1;62;3;462.77;52.1;66;3;463.81;55.46;66;3;484.73;55.46;62;3;454.99;52.1;66;3;505.76;58;575.52;55.46;87.88;66.67;33.33
2111722;Satubinha;31;31;100.0;4;27;0;1;30;1;3.23;83.87;100.0;0.0;12.9;6.45;0.0;3.23;6.45;6.45;96.77;9.68;38.71;93.55;35.48;6.45;25.81;0.0;0.0;70.97;30.0;96.67;12;9;0;99;86;16;86.87;16.16;58;58;1;1;0;49;1;457.7;84.48;48;1;471.43;82.76;48;1;483.3;82.76;49;1;428.73;84.48;48;1;488.33;42;558.1;82.76;87.5;100.0;0.0
2111748;Senador Alexandre Costa;26;26;100.0;11;15;0;1;25;1;3.85;100.0;100.0;7.69;53.85;30.77;0.0;0.0;11.54;69.23;57.69;3.85;7.69;26.92;23.08;0.0;76.92;3.85;0.0;23.08;15.0;46.67;9;1;0;110;82;19;74.55;17.27;115;115;1;1;0;82;1;440.36;71.3;82;1;443.64;71.3;82;1;451.58;71.3;82;1;414.37;71.3;82;1;439.76;72;500.83;71.3;87.8;100.0;0.0
2111763;Senador La Rocque;21;21;100.0;10;11;0;2;19;2;9.52;100.0;100.0;4.76;85.71;19.05;0.0;9.52;4.76;4.76;100.0;14.29;61.9;95.24;47.62;23.81;61.9;4.76;0.0;38.1;21.0;95.24;34;7;3;103;35;22;33.98;21.36;169;169;2;2;0;113;2;445.43;66.86;115;2;459.06;68.05;115;2;468.93;68.05;113;2;434.95;66.86;115;2;498.43;100;573.2;68.05;86.96;100.0;0.0
2111789;Serrano do Maranhão;29;29;100.0;6;23;0;2;27;2;6.9;86.21;96.55;0.0;20.69;24.14;0.0;17.24;3.45;20.69;86.21;17.24;75.86;79.31;68.97;34.48;89.66;10.34;3.45;6.9;25.0;92.0;31;9;5;179;131;69;73.18;38.55;77;77;2;2;0;54;2;405.8;70.13;56;2;419.91;72.73;56;2;427.88;72.73;54;2;396.49;70.13;56;2;370.36;46;450.87;72.73;82.14;100.0;0.0
2111904;Sucupira do Norte;21;21;100.0;7;14;0;2;19;2;9.52;100.0;100.0;0.0;38.1;28.57;0.0;28.57;4.76;33.33;100.0;33.33;100.0;90.48;19.05;4.76;28.57;0.0;0.0;71.43;21.0;90.48;46;27;0;97;56;0;57.73;0.0;68;68;2;1;1;53;2;431.5;77.94;56;2;445.76;82.35;56;2;453.93;82.35;53;2;428.87;77.94;56;2;552.14;52;594.62;82.35;92.86;50.0;50.0
2111953;Sucupira do Riachão;12;12;100.0;5;7;0;1;11;1;8.33;100.0;100.0;0.0;25.0;16.67;0.0;8.33;0.0;0.0;100.0;8.33;91.67;91.67;41.67;8.33;33.33;0.0;0.0;33.33;12.0;91.67;1;3;0;54;0;5;0.0;9.26;56;56;1;1;0;48;1;444.1;85.71;48;1;446.25;85.71;48;1;482.43;85.71;48;1;440.2;85.71;48;1;463.33;41;542.44;85.71;85.42;100.0;0.0
2110401;São Benedito do Rio Preto;53;53;100.0;15;38;0;1;52;1;1.89;100.0;100.0;5.66;24.53;11.32;0.0;11.32;3.77;1.89;81.13;5.66;69.81;22.64;16.98;3.77;33.96;0.0;0.0;64.15;43.0;27.91;29;3;30;182;63;18;34.62;9.89;243;243;1;1;0;118;1;430.23;48.56;122;1;440.88;50.21;122;1;445.91;50.21;118;1;418.07;48.56;122;1;425.41;107;485.05;50.21;87.7;100.0;0.0
2110500;São Bento;76;76;100.0;26;50;0;4;72;4;5.26;94.74;98.68;3.95;38.16;9.21;1.32;2.63;14.47;3.95;73.68;3.95;18.42;39.47;32.89;15.79;52.63;2.63;1.32;44.74;56.0;53.57;12;65;0;315;153;35;48.57;11.11;367;367;3;3;0;287;3;437.99;78.2;297;3;444.92;80.93;297;3;458.12;80.93;287;3;425.69;78.2;297;3;459.93;262;521.37;80.93;88.22;75.0;0.0
2110609;São Bernardo;50;50;100.0;15;35;0;5;45;5;10.0;96.0;100.0;6.0;36.0;16.0;0.0;4.0;28.0;22.0;92.0;8.0;30.0;84.0;20.0;8.0;46.0;4.0;0.0;52.0;46.0;91.3;24;14;0;288;91;35;31.6;12.15;283;283;5;4;1;216;5;447.25;76.33;226;5;452.71;79.86;226;5;464.41;79.86;216;5;432.31;76.33;226;5;460.97;197;528.83;79.86;87.17;80.0;20.0
2110658;São Domingos do Azeitão;13;13;100.0;7;6;0;1;12;1;7.69;100.0;100.0;0.0;84.62;53.85;7.69;7.69;7.69;38.46;100.0;7.69;7.69;76.92;69.23;0.0;69.23;0.0;0.0;15.38;13.0;76.92;31;15;0;85;82;54;96.47;63.53;89;89;1;1;0;81;1;433.74;91.01;82;1;447.42;92.13;82;1;468.51;92.13;81;1;417.11;91.01;82;1;542.44;66;673.94;92.13;80.49;100.0;0.0
2110708;São Domingos do Maranhão;54;54;100.0;21;33;0;3;51;3;5.56;100.0;100.0;0.0;38.89;37.04;0.0;5.56;9.26;9.26;100.0;29.63;50.0;85.19;33.33;7.41;53.7;3.7;1.85;25.93;54.0;85.19;56;27;3;291;64;80;21.99;27.49;378;378;2;2;0;294;2;454.51;77.78;305;2;459.25;80.69;305;2;481.25;80.69;294;2;454.17;77.78;305;2;519.93;250;634.32;80.69;81.97;66.67;0.0
2110856;São Francisco do Brejão;11;11;100.0;4;7;0;2;9;2;18.18;100.0;100.0;0.0;81.82;81.82;0.0;18.18;9.09;63.64;100.0;18.18;63.64;63.64;54.55;36.36;81.82;0.0;0.0;18.18;11.0;63.64;6;15;0;99;75;59;75.76;59.6;71;71;2;2;0;52;2;468.99;73.24;54;2;459.06;76.06;54;2;485.62;76.06;52;2;441.97;73.24;54;2;473.33;46;555.65;76.06;85.19;100.0;0.0
2110906;São Francisco do Maranhão;20;20;100.0;3;17;0;2;18;2;10.0;100.0;100.0;15.0;40.0;35.0;0.0;5.0;25.0;30.0;95.0;5.0;75.0;60.0;60.0;5.0;55.0;0.0;0.0;45.0;19.0;63.16;23;8;0;104;42;46;40.38;44.23;90;90;2;2;0;60;2;431.98;66.67;61;2;442.31;67.78;61;2;448.81;67.78;60;2;418.5;66.67;61;2;379.67;47;492.77;67.78;77.05;100.0;0.0
2110807;São Félix de Balsas;14;14;100.0;3;11;0;2;12;2;14.29;14.29;100.0;0.0;21.43;21.43;0.0;28.57;7.14;0.0;64.29;21.43;14.29;64.29;7.14;0.0;7.14;0.0;0.0;85.71;9.0;100.0;30;4;3;43;18;9;41.86;20.93;29;29;2;2;0;10;2;434.58;34.48;13;2;463.29;44.83;13;2;482.32;44.83;10;2;402.44;34.48;13;2;598.46;13;598.46;44.83;100.0;100.0;0.0
2111201;São José de Ribamar;114;114;100.0;23;91;1;12;101;13;11.4;99.12;100.0;11.4;98.25;43.86;10.53;13.16;18.42;37.72;100.0;22.81;62.28;90.35;56.14;26.32;83.33;11.4;0.88;7.89;114.0;90.35;284;146;449;1211;622;462;51.36;38.15;1064;1064;13;11;2;843;13;464.02;79.23;876;13;469.98;82.33;876;13;492.29;82.33;843;13;454.76;79.23;876;13;510.91;782;572.33;82.33;89.27;84.62;15.38
2111250;São José dos Basílios;12;12;100.0;3;9;0;1;11;1;8.33;41.67;100.0;8.33;58.33;41.67;0.0;8.33;16.67;33.33;91.67;75.0;25.0;91.67;58.33;8.33;100.0;0.0;0.0;0.0;11.0;100.0;13;9;0;68;59;49;86.76;72.06;83;83;1;1;0;75;1;435.81;90.36;75;1;450.16;90.36;75;1;467.81;90.36;75;1;432.83;90.36;75;1;490.93;66;557.88;90.36;88.0;100.0;0.0
2111003;São João Batista;61;61;100.0;9;52;0;2;59;2;3.28;62.3;100.0;1.64;18.03;6.56;0.0;0.0;1.64;4.92;83.61;1.64;18.03;70.49;11.48;0.0;24.59;0.0;0.0;72.13;51.0;84.31;5;3;0;189;82;7;43.39;3.7;159;159;2;2;0;83;2;420.79;52.2;86;2;428.76;54.09;86;2;438.95;54.09;83;2;411.43;52.2;86;2;428.84;68;542.35;54.09;79.07;100.0;0.0
2111029;São João do Carú;34;34;100.0;7;27;0;3;31;3;8.82;100.0;100.0;0.0;26.47;14.71;0.0;2.94;8.82;5.88;76.47;5.88;26.47;76.47;17.65;2.94;20.59;0.0;0.0;76.47;26.0;100.0;16;1;0;135;40;6;29.63;4.44;109;109;3;2;1;69;3;436.94;63.3;72;3;447.02;66.06;72;3;468.77;66.06;69;3;439.11;63.3;72;3;378.33;49;555.92;66.06;68.06;66.67;33.33
2111052;São João do Paraíso;19;19;100.0;7;12;0;2;17;2;10.53;94.74;100.0;0.0;47.37;15.79;0.0;15.79;42.11;10.53;78.95;42.11;68.42;73.68;52.63;15.79;63.16;0.0;0.0;21.05;15.0;93.33;29;11;0;162;55;5;33.95;3.09;111;111;2;2;0;76;2;439.62;68.47;83;2;442.57;74.77;83;2;462.22;74.77;76;2;418.62;68.47;83;2;453.49;73;515.62;74.77;87.95;100.0;0.0
2111078;São João do Soter;59;59;100.0;7;52;0;2;57;2;3.39;93.22;100.0;3.39;13.56;16.95;0.0;10.17;8.47;22.03;94.92;8.47;30.51;93.22;22.03;16.95;55.93;0.0;0.0;38.98;56.0;98.21;18;37;22;191;63;68;32.98;35.6;157;157;2;2;0;111;2;440.92;70.7;115;2;449.72;73.25;115;2;456.61;73.25;111;2;417.53;70.7;115;2;431.13;99;500.81;73.25;86.09;100.0;0.0
2111102;São João dos Patos;31;31;100.0;17;14;1;2;28;3;9.68;100.0;100.0;9.68;58.06;25.81;9.68;9.68;25.81;6.45;96.77;9.68;70.97;93.55;67.74;38.71;80.65;3.23;0.0;6.45;30.0;96.67;192;3;0;182;112;51;61.54;28.02;367;367;3;3;0;303;3;476.16;82.56;313;3;477.4;85.29;313;3;494.59;85.29;303;3;473.63;82.56;313;3;546.52;277;617.55;85.29;88.5;100.0;0.0
2111300;São Luís;329;328;99.7;247;82;4;119;206;106;32.22;100.0;100.0;67.48;98.78;67.17;19.76;27.66;39.21;56.84;99.39;56.53;56.23;96.35;73.25;50.15;72.95;18.54;1.82;6.69;327.0;96.94;1536;385;290;3365;2831;1554;84.13;46.18;9453;9453;102;98;4;7785;101;471.3;82.35;8080;101;480.46;85.48;8080;101;504.09;85.48;7785;101;468.49;82.35;8080;101;531.72;7180;598.37;85.48;88.86;92.45;3.92
2111409;São Luís Gonzaga do Maranhão;66;66;100.0;8;58;0;1;65;1;1.52;100.0;100.0;1.52;18.18;13.64;3.03;4.55;3.03;3.03;43.94;3.03;9.09;33.33;10.61;1.52;15.15;0.0;0.0;83.33;29.0;75.86;1;11;0;182;47;18;25.82;9.89;132;132;1;1;0;101;1;431.97;76.52;103;1;431.69;78.03;103;1;452.83;78.03;101;1;427.66;76.52;103;1;441.75;86;529.07;78.03;83.5;100.0;0.0
2111508;São Mateus do Maranhão;56;56;100.0;24;32;0;5;51;5;8.93;57.14;100.0;3.57;48.21;12.5;1.79;10.71;10.71;3.57;89.29;17.86;51.79;82.14;39.29;25.0;41.07;5.36;0.0;44.64;50.0;92.0;94;28;15;288;244;39;84.72;13.54;450;450;4;4;0;260;4;463.92;57.78;271;4;462.74;60.22;271;4;482.05;60.22;260;4;460.21;57.78;271;4;524.13;234;607.01;60.22;86.35;80.0;0.0
2111532;São Pedro da Água Branca;13;13;100.0;10;3;0;1;12;1;7.69;92.31;100.0;15.38;76.92;53.85;0.0;0.0;15.38;46.15;92.31;15.38;53.85;84.62;46.15;15.38;61.54;0.0;0.0;15.38;12.0;91.67;8;3;1;85;60;22;70.59;25.88;92;92;1;1;0;56;1;436.68;60.87;60;1;459.97;65.22;60;1;473.02;65.22;56;1;448.66;60.87;60;1;465.33;53;526.79;65.22;88.33;100.0;0.0
2111573;São Pedro dos Crentes;7;7;100.0;5;2;0;1;6;1;14.29;100.0;100.0;14.29;71.43;42.86;0.0;14.29;42.86;0.0;100.0;57.14;100.0;100.0;42.86;0.0;42.86;0.0;0.0;14.29;7.0;100.0;11;2;0;60;46;0;76.67;0.0;38;38;1;1;0;24;1;439.44;63.16;26;1;456.02;68.42;26;1;459.5;68.42;24;1;435.96;63.16;26;1;528.46;24;572.5;68.42;92.31;100.0;0.0
