CO_MUNICIPIO;NO_MUNICIPIO;QTD_ESCOLAS;QTD_ESCOLAS_INFO_DESKTOPS;PCT_ESCOLAS_INFO_DESKTOPS;QTD_ESCOLAS_URBANAS;QTD_ESCOLAS_RURAIS;QTD_ESCOLAS_FEDERAIS;QTD_ESCOLAS_ESTADUAIS;QTD_ESCOLAS_MUNICIPAIS;QTD_ESCOLAS_ENSINO_MEDIO;PCT_ESCOLAS_ENSINO_MEDIO;PCT_ESCOLAS_AGUA_POTAVEL;PCT_ESCOLAS_ENERGIA_REDE_PUBLICA;PCT_ESCOLAS_ESGOTO_REDE_PUBLICA;PCT_ESCOLAS_COLETA_LIXO;PCT_ESCOLAS_BIBLIOTECA_LEITURA;PCT_ESCOLAS_LAB_CIENCIAS;PCT_ESCOLAS_LAB_INFORMATICA;PCT_ESCOLAS_QUADRA;PCT_ESCOLAS_REFEITORIO;PCT_ESCOLAS_INTERNET;PCT_ESCOLAS_INTERNET_ALUNOS;PCT_ESCOLAS_INTERNET_APRENDIZAGEM;PCT_ESCOLAS_BANDA_LARGA;PCT_ESCOLAS_BANHEIRO_PNE;PCT_ESCOLAS_SALA_ATENDIMENTO_ESPECIAL;PCT_ESCOLAS_RAMPAS;PCT_ESCOLAS_PISOS_TATEIS;PCT_ESCOLAS_SINALIZACAO_ACESSIVEL;PCT_ESCOLAS_SEM_ACESSIBILIDADE;QTD_ESCOLAS_COM_INTERNET;PCT_ESCOLAS_COM_INTERNET_QUE_TEM_BANDA_LARGA;TOTAL_DESKTOPS_ALUNOS;TOTAL_PORTATEIS_ALUNOS;TOTAL_TABLETS_ALUNOS;TOTAL_SALAS_UTILIZADAS;TOTAL_SALAS_CLIMATIZADAS;TOTAL_SALAS_ACESSIVEIS;PCT_SALAS_CLIMATIZADAS;PCT_SALAS_ACESSIVEIS
2109304;Presidente Vargas;47;47;100.0;10;37;0;2;45;2;4.26;68.09;100.0;2.13;23.4;4.26;2.13;4.26;8.51;2.13;38.3;4.26;25.53;12.77;14.89;2.13;17.02;2.13;0.0;78.72;18.0;33.33;17;3;0;149;35;23;23.49;15.44
2109403;Primeira Cruz;57;57;100.0;8;49;0;1;56;1;1.75;98.25;98.25;3.51;19.3;17.54;1.75;1.75;1.75;7.02;64.91;3.51;29.82;19.3;8.77;0.0;3.51;1.75;0.0;94.74;37.0;29.73;6;6;0;181;15;13;8.29;7.18
2109452;Raposa;27;27;100.0;17;10;0;2;25;2;7.41;100.0;100.0;7.41;96.3;55.56;3.7;3.7;14.81;18.52;100.0;18.52;92.59;100.0;66.67;11.11;70.37;7.41;3.7;0.0;27.0;100.0;39;22;0;225;134;108;59.56;48.0
2109502;Riachão;26;26;100.0;11;15;0;3;23;3;11.54;92.31;100.0;11.54;61.54;23.08;0.0;7.69;23.08;19.23;73.08;7.69;19.23;61.54;57.69;26.92;61.54;11.54;0.0;26.92;19.0;84.21;23;4;3;153;99;36;64.71;23.53
2109551;Ribamar Fiquene;18;18;100.0;5;13;0;1;17;1;5.56;100.0;100.0;0.0;38.89;16.67;0.0;5.56;0.0;11.11;100.0;50.0;66.67;94.44;22.22;22.22;27.78;0.0;0.0;66.67;18.0;94.44;13;2;0;69;61;25;88.41;36.23
2109601;Rosário;66;66;100.0;26;40;1;6;59;7;10.61;100.0;100.0;12.12;63.64;24.24;3.03;6.06;13.64;9.09;92.42;16.67;74.24;90.91;53.03;18.18;68.18;4.55;0.0;3.03;61.0;98.36;110;54;5;336;270;187;80.36;55.65
2109700;Sambaíba;10;10;100.0;5;5;0;1;9;1;10.0;100.0;80.0;0.0;60.0;60.0;0.0;20.0;30.0;50.0;80.0;10.0;80.0;50.0;40.0;10.0;60.0;0.0;0.0;0.0;8.0;62.5;16;17;0;51;30;35;58.82;68.63
2109759;Santa Filomena do Maranhão;21;21;100.0;5;16;0;1;20;1;4.76;38.1;100.0;4.76;23.81;4.76;0.0;0.0;0.0;4.76;95.24;66.67;90.48;66.67;28.57;4.76;85.71;4.76;0.0;9.52;20.0;70.0;17;3;0;66;15;27;22.73;40.91
2109809;Santa Helena;97;97;100.0;16;81;0;4;93;4;4.12;96.91;98.97;4.12;24.74;12.37;1.03;5.15;3.09;7.22;96.91;5.15;41.24;77.32;12.37;6.19;12.37;0.0;0.0;84.54;94.0;79.79;73;64;3;324;175;15;54.01;4.63
2109908;Santa Inês;75;75;100.0;45;30;1;10;64;10;13.33;100.0;100.0;5.33;66.67;66.67;8.0;8.0;32.0;38.67;94.67;12.0;86.67;93.33;32.0;37.33;65.33;4.0;0.0;34.67;71.0;98.59;176;19;13;592;214;137;36.15;23.14
2110005;Santa Luzia;142;142;100.0;25;117;0;9;133;9;6.34;91.55;100.0;0.0;33.8;9.15;1.41;2.82;3.52;4.93;83.8;35.21;40.85;68.31;23.24;11.97;41.55;2.82;1.41;52.11;119.0;81.51;79;102;104;573;245;141;42.76;24.61
2110039;Santa Luzia do Paruá;47;47;100.0;16;31;0;3;44;3;6.38;93.62;100.0;0.0;59.57;14.89;0.0;8.51;4.26;6.38;63.83;6.38;10.64;63.83;25.53;14.89;72.34;2.13;0.0;25.53;30.0;100.0;48;19;5;224;103;29;45.98;12.95
2110104;Santa Quitéria do Maranhão;75;75;100.0;21;54;0;2;73;2;2.67;98.67;100.0;1.33;29.33;21.33;0.0;1.33;2.67;9.33;96.0;12.0;57.33;94.67;12.0;1.33;64.0;1.33;0.0;30.67;72.0;98.61;2;4;1;308;98;27;31.82;8.77
2110203;Santa Rita;73;73;100.0;19;54;0;3;70;16;21.92;94.52;100.0;0.0;49.32;34.25;0.0;2.74;16.44;9.59;80.82;10.96;46.58;67.12;15.07;31.51;19.18;2.74;0.0;69.86;59.0;83.05;86;13;3;534;224;44;41.95;8.24
2110237;Santana do Maranhão;21;21;100.0;4;17;0;2;19;2;9.52;85.71;100.0;0.0;23.81;4.76;0.0;9.52;4.76;0.0;100.0;9.52;38.1;71.43;23.81;0.0;80.95;0.0;0.0;19.05;21.0;71.43;12;5;0;104;39;0;37.5;0.0
2110278;Santo Amaro do Maranhão;44;44;100.0;7;37;0;1;43;1;2.27;20.45;95.45;0.0;15.91;11.36;2.27;4.55;4.55;2.27;84.09;6.82;38.64;40.91;13.64;2.27;22.73;2.27;0.0;38.64;37.0;48.65;13;15;0;147;68;16;46.26;10.88
2110302;Santo Antônio dos Lopes;42;42;100.0;10;32;0;3;39;3;7.14;85.71;100.0;0.0;45.24;14.29;0.0;7.14;2.38;2.38;90.48;4.76;19.05;40.48;16.67;0.0;35.71;2.38;0.0;54.76;38.0;44.74;26;10;1;162;106;19;65.43;11.73
2110401;São Benedito do Rio Preto;53;53;100.0;15;38;0;1;52;1;1.89;100.0;100.0;5.66;24.53;11.32;0.0;11.32;3.77;1.89;81.13;5.66;69.81;22.64;16.98;3.77;33.96;0.0;0.0;64.15;43.0;27.91;29;3;30;182;63;18;34.62;9.89
2110500;São Bento;76;76;100.0;26;50;0;4;72;4;5.26;94.74;98.68;3.95;38.16;9.21;1.32;2.63;14.47;3.95;73.68;3.95;18.42;39.47;32.89;15.79;52.63;2.63;1.32;44.74;56.0;53.57;12;65;0;315;153;35;48.57;11.11
2110609;São Bernardo;50;50;100.0;15;35;0;5;45;5;10.0;96.0;100.0;6.0;36.0;16.0;0.0;4.0;28.0;22.0;92.0;8.0;30.0;84.0;20.0;8.0;46.0;4.0;0.0;52.0;46.0;91.3;24;14;0;288;91;35;31.6;12.15
2110658;São Domingos do Azeitão;13;13;100.0;7;6;0;1;12;1;7.69;100.0;100.0;0.0;84.62;53.85;7.69;7.69;7.69;38.46;100.0;7.69;7.69;76.92;69.23;0.0;69.23;0.0;0.0;15.38;13.0;76.92;31;15;0;85;82;54;96.47;63.53
2110708;São Domingos do Maranhão;54;54;100.0;21;33;0;3;51;3;5.56;100.0;100.0;0.0;38.89;37.04;0.0;5.56;9.26;9.26;100.0;29.63;50.0;85.19;33.33;7.41;53.7;3.7;1.85;25.93;54.0;85.19;56;27;3;291;64;80;21.99;27.49
2110807;São Félix de Balsas;14;14;100.0;3;11;0;2;12;2;14.29;14.29;100.0;0.0;21.43;21.43;0.0;28.57;7.14;0.0;64.29;21.43;14.29;64.29;7.14;0.0;7.14;0.0;0.0;85.71;9.0;100.0;30;4;3;43;18;9;41.86;20.93
2110856;São Francisco do Brejão;11;11;100.0;4;7;0;2;9;2;18.18;100.0;100.0;0.0;81.82;81.82;0.0;18.18;9.09;63.64;100.0;18.18;63.64;63.64;54.55;36.36;81.82;0.0;0.0;18.18;11.0;63.64;6;15;0;99;75;59;75.76;59.6
2110906;São Francisco do Maranhão;20;20;100.0;3;17;0;2;18;2;10.0;100.0;100.0;15.0;40.0;35.0;0.0;5.0;25.0;30.0;95.0;5.0;75.0;60.0;60.0;5.0;55.0;0.0;0.0;45.0;19.0;63.16;23;8;0;104;42;46;40.38;44.23
2111003;São João Batista;61;61;100.0;9;52;0;2;59;2;3.28;62.3;100.0;1.64;18.03;6.56;0.0;0.0;1.64;4.92;83.61;1.64;18.03;70.49;11.48;0.0;24.59;0.0;0.0;72.13;51.0;84.31;5;3;0;189;82;7;43.39;3.7
2111029;São João do Carú;34;34;100.0;7;27;0;3;31;3;8.82;100.0;100.0;0.0;26.47;14.71;0.0;2.94;8.82;5.88;76.47;5.88;26.47;76.47;17.65;2.94;20.59;0.0;0.0;76.47;26.0;100.0;16;1;0;135;40;6;29.63;4.44
2111052;São João do Paraíso;19;19;100.0;7;12;0;2;17;2;10.53;94.74;100.0;0.0;47.37;15.79;0.0;15.79;42.11;10.53;78.95;42.11;68.42;73.68;52.63;15.79;63.16;0.0;0.0;21.05;15.0;93.33;29;11;0;162;55;5;33.95;3.09
2111078;São João do Soter;59;59;100.0;7;52;0;2;57;2;3.39;93.22;100.0;3.39;13.56;16.95;0.0;10.17;8.47;22.03;94.92;8.47;30.51;93.22;22.03;16.95;55.93;0.0;0.0;38.98;56.0;98.21;18;37;22;191;63;68;32.98;35.6
2111102;São João dos Patos;31;31;100.0;17;14;1;2;28;3;9.68;100.0;100.0;9.68;58.06;25.81;9.68;9.68;25.81;6.45;96.77;9.68;70.97;93.55;67.74;38.71;80.65;3.23;0.0;6.45;30.0;96.67;192;3;0;182;112;51;61.54;28.02
2111201;São José de Ribamar;114;114;100.0;23;91;1;12;101;13;11.4;99.12;100.0;11.4;98.25;43.86;10.53;13.16;18.42;37.72;100.0;22.81;62.28;90.35;56.14;26.32;83.33;11.4;0.88;7.89;114.0;90.35;284;146;449;1211;622;462;51.36;38.15
2111250;São José dos Basílios;12;12;100.0;3;9;0;1;11;1;8.33;41.67;100.0;8.33;58.33;41.67;0.0;8.33;16.67;33.33;91.67;75.0;25.0;91.67;58.33;8.33;100.0;0.0;0.0;0.0;11.0;100.0;13;9;0;68;59;49;86.76;72.06
2111300;São Luís;329;328;99.7;247;82;4;119;206;106;32.22;100.0;100.0;67.48;98.78;67.17;19.76;27.66;39.21;56.84;99.39;56.53;56.23;96.35;73.25;50.15;72.95;18.54;1.82;6.69;327.0;96.94;1536;385;290;3365;2831;1554;84.13;46.18
2111409;São Luís Gonzaga do Maranhão;66;66;100.0;8;58;0;1;65;1;1.52;100.0;100.0;1.52;18.18;13.64;3.03;4.55;3.03;3.03;43.94;3.03;9.09;33.33;10.61;1.52;15.15;0.0;0.0;83.33;29.0;75.86;1;11;0;182;47;18;25.82;9.89
2111508;São Mateus do Maranhão;56;56;100.0;24;32;0;5;51;5;8.93;57.14;100.0;3.57;48.21;12.5;1.79;10.71;10.71;3.57;89.29;17.86;51.79;82.14;39.29;25.0;41.07;5.36;0.0;44.64;50.0;92.0;94;28;15;288;244;39;84.72;13.54
2111532;São Pedro da Água Branca;13;13;100.0;10;3;0;1;12;1;7.69;92.31;100.0;15.38;76.92;53.85;0.0;0.0;15.38;46.15;92.31;15.38;53.85;84.62;46.15;15.38;61.54;0.0;0.0;15.38;12.0;91.67;8;3;1;85;60;22;70.59;25.88
2111573;São Pedro dos Crentes;7;7;100.0;5;2;0;1;6;1;14.29;100.0;100.0;14.29;71.43;42.86;0.0;14.29;42.86;0.0;100.0;57.14;100.0;100.0;42.86;0.0;42.86;0.0;0.0;14.29;7.0;100.0;11;2;0;60;46;0;76.67;0.0
2111607;São Raimundo das Mangabeiras;25;25;100.0;13;12;1;1;23;2;8.0;100.0;100.0;4.0;68.0;56.0;8.0;8.0;12.0;28.0;96.0;8.0;56.0;88.0;68.0;16.0;80.0;4.0;0.0;16.0;24.0;91.67;120;4;10;158;61;60;38.61;37.97
2111631;São Raimundo do Doca Bezerra;16;16;100.0;5;11;0;3;13;3;18.75;93.75;100.0;12.5;43.75;25.0;0.0;0.0;0.0;6.25;100.0;12.5;75.0;100.0;6.25;0.0;25.0;0.0;0.0;75.0;16.0;100.0;3;6;1;62;29;2;46.77;3.23
2111672;São Roberto;16;16;100.0;5;11;0;1;15;1;6.25;12.5;100.0;12.5;43.75;25.0;0.0;6.25;0.0;0.0;75.0;6.25;12.5;75.0;6.25;0.0;18.75;0.0;0.0;81.25;12.0;100.0;6;1;0;83;32;6;38.55;7.23
2111706;São Vicente Ferrer;49;49;100.0;9;40;0;4;45;4;8.16;100.0;100.0;0.0;24.49;8.16;2.04;4.08;2.04;2.04;51.02;4.08;26.53;24.49;16.33;6.12;28.57;4.08;0.0;71.43;25.0;48.0;19;8;13;206;55;39;26.7;18.93
2111722;Satubinha;31;31;100.0;4;27;0;1;30;1;3.23;83.87;100.0;0.0;12.9;6.45;0.0;3.23;6.45;6.45;96.77;9.68;38.71;93.55;35.48;6.45;25.81;0.0;0.0;70.97;30.0;96.67;12;9;0;99;86;16;86.87;16.16
2111748;Senador Alexandre Costa;26;26;100.0;11;15;0;1;25;1;3.85;100.0;100.0;7.69;53.85;30.77;0.0;0.0;11.54;69.23;57.69;3.85;7.69;26.92;23.08;0.0;76.92;3.85;0.0;23.08;15.0;46.67;9;1;0;110;82;19;74.55;17.27
2111763;Senador La Rocque;21;21;100.0;10;11;0;2;19;2;9.52;100.0;100.0;4.76;85.71;19.05;0.0;9.52;4.76;4.76;100.0;14.29;61.9;95.24;47.62;23.81;61.9;4.76;0.0;38.1;21.0;95.24;34;7;3;103;35;22;33.98;21.36
2111789;Serrano do Maranhão;29;29;100.0;6;23;0;2;27;2;6.9;86.21;96.55;0.0;20.69;24.14;0.0;17.24;3.45;20.69;86.21;17.24;75.86;79.31;68.97;34.48;89.66;10.34;3.45;6.9;25.0;92.0;31;9;5;179;131;69;73.18;38.55
2111805;Sítio Novo;29;29;100.0;6;23;0;3;26;2;6.9;96.55;100.0;3.45;34.48;20.69;0.0;13.79;13.79;24.14;96.55;17.24;65.52;27.59;27.59;17.24;37.93;3.45;0.0;55.17;28.0;28.57;26;10;2;170;28;43;16.47;25.29
2111904;Sucupira do Norte;21;21;100.0;7;14;0;2;19;2;9.52;100.0;100.0;0.0;38.1;28.57;0.0;28.57;4.76;33.33;100.0;33.33;100.0;90.48;19.05;4.76;28.57;0.0;0.0;71.43;21.0;90.48;46;27;0;97;56;0;57.73;0.0
2111953;Sucupira do Riachão;12;12;100.0;5;7;0;1;11;1;8.33;100.0;100.0;0.0;25.0;16.67;0.0;8.33;0.0;0.0;100.0;8.33;91.67;91.67;41.67;8.33;33.33;0.0;0.0;33.33;12.0;91.67;1;3;0;54;0;5;0.0;9.26
2112001;Tasso Fragoso;13;13;100.0;5;8;0;1;12;1;7.69;100.0;100.0;38.46;61.54;23.08;0.0;0.0;7.69;15.38;76.92;7.69;46.15;38.46;38.46;15.38;69.23;0.0;0.0;23.08;10.0;50.0;8;4;0;104;35;6;33.65;5.77
2112100;Timbiras;46;46;100.0;20;26;0;2;44;2;4.35;100.0;100.0;0.0;43.48;13.04;0.0;6.52;8.7;6.52;93.48;8.7;34.78;93.48;15.22;2.17;43.48;0.0;0.0;56.52;43.0;100.0;33;29;3;179;100;24;55.87;13.41
2112209;Timon;103;103;100.0;87;16;1;14;88;15;14.56;99.03;100.0;57.28;88.35;66.99;8.74;11.65;31.07;40.78;98.06;26.21;76.7;96.12;82.52;24.27;85.44;12.62;0.97;6.8;101.0;98.02;255;98;321;928;850;347;91.59;37.39
2112233;Trizidela do Vale;21;21;100.0;13;8;0;1;20;1;4.76;100.0;100.0;23.81;80.95;28.57;0.0;9.52;4.76;23.81;100.0;57.14;80.95;100.0;42.86;14.29;23.81;9.52;0.0;61.9;21.0;100.0;27;13;0;148;144;63;97.3;42.57
2112274;Tufilândia;17;17;100.0;5;12;0;2;15;2;11.76;100.0;100.0;0.0;29.41;5.88;0.0;5.88;0.0;5.88;100.0;17.65;82.35;100.0;5.88;5.88;29.41;0.0;0.0;70.59;17.0;100.0;2;18;0;70;39;0;55.71;0.0
2112308;Tuntum;56;56;100.0;17;39;0;7;49;7;12.5;98.21;100.0;5.36;57.14;32.14;3.57;7.14;16.07;26.79;87.5;14.29;48.21;64.29;55.36;32.14;58.93;7.14;0.0;26.79;49.0;73.47;82;36;7;313;211;108;67.41;34.5
2112407;Turiaçu;100;100;100.0;12;88;0;6;94;46;46.0;89.0;98.0;0.0;22.0;7.0;0.0;0.0;5.0;13.0;94.0;2.0;8.0;91.0;31.0;18.0;50.0;6.0;0.0;31.0;94.0;96.81;3;55;1;392;116;34;29.59;8.67
2112456;Turilândia;59;59;100.0;10;49;0;2;57;2;3.39;100.0;100.0;0.0;37.29;16.95;0.0;1.69;1.69;5.08;93.22;30.51;93.22;11.86;18.64;5.08;35.59;0.0;0.0;59.32;55.0;12.73;17;44;0;236;47;24;19.92;10.17
2112506;Tutóia;77;77;100.0;14;63;0;5;72;5;6.49;97.4;100.0;0.0;75.32;46.75;5.19;18.18;15.58;40.26;100.0;29.87;54.55;93.51;55.84;27.27;41.56;0.0;0.0;38.96;77.0;93.51;144;69;53;516;343;100;66.47;19.38
2112605;Urbano Santos;69;69;100.0;20;49;0;4;65;4;5.8;100.0;100.0;2.9;27.54;17.39;0.0;4.35;8.7;5.8;57.97;5.8;18.84;39.13;27.54;7.25;52.17;1.45;0.0;40.58;40.0;67.5;51;7;1;289;47;34;16.26;11.76
2112704;Vargem Grande;79;79;100.0;30;49;0;7;72;8;10.13;93.67;100.0;21.52;37.97;26.58;2.53;8.86;15.19;25.32;70.89;10.13;26.58;49.37;31.65;5.06;53.16;5.06;0.0;41.77;56.0;69.64;203;94;2;883;461;63;52.21;7.13
2112803;Viana;93;93;100.0;21;72;1;4;88;5;5.38;90.32;98.92;0.0;34.41;16.13;5.38;5.38;7.53;27.96;96.77;25.81;76.34;93.55;18.28;18.28;39.78;2.15;0.0;38.71;90.0;96.67;123;35;290;408;240;58;58.82;14.22
2112852;Vila Nova dos Martírios;12;12;100.0;7;5;0;2;10;2;16.67;91.67;100.0;0.0;100.0;25.0;8.33;8.33;25.0;25.0;100.0;25.0;83.33;100.0;50.0;25.0;83.33;8.33;0.0;16.67;12.0;100.0;10;4;0;94;79;68;84.04;72.34
2112902;Vitória do Mearim;56;56;100.0;14;42;0;5;51;5;8.93;100.0;100.0;0.0;41.07;14.29;3.57;3.57;14.29;1.79;92.86;5.36;10.71;91.07;48.21;0.0;66.07;1.79;0.0;32.14;52.0;98.08;24;29;0;215;78;1;36.28;0.47
2113009;Vitorino Freire;51;51;100.0;19;32;0;2;49;2;3.92;98.04;100.0;1.96;64.71;15.69;3.92;19.61;11.76;15.69;88.24;39.22;76.47;88.24;19.61;1.96;60.78;1.96;0.0;35.29;45.0;100.0;146;11;49;238;141;113;59.24;47.48
2114007;Zé Doca;83;83;100.0;26;57;1;5;77;6;7.23;98.8;100.0;1.2;44.58;14.46;2.41;14.46;9.64;16.87;69.88;10.84;26.51;68.67;51.81;15.66;66.27;7.23;0.0;2.41;58.0;98.28;89;93;4;410;301;332;73.41;80.98
