CO_ESCOLA;NO_ESCOLA;CO_MUNICIPIO;NO_MUNICIPIO;DEPENDENCIA;LOCALIZACAO;FONTE_IDENTIFICACAO;QTD_REGISTROS;QTD_PARTICIPANTES_CN;MEDIA_CN;QTD_PARTICIPANTES_CH;MEDIA_CH;QTD_PARTICIPANTES_LC;MEDIA_LC;QTD_PARTICIPANTES_MT;MEDIA_MT;QTD_PRESENTES_REDACAO;QTD_REDACOES_SEM_PROBLEMAS;PERCENTUAL_REDACOES_SEM_PROBLEMAS;MEDIA_REDACAO_GERAL;MEDIA_REDACAO_SEM_PROBLEMAS;IN_AGUA_POTAVEL;IN_ENERGIA_REDE_PUBLICA;IN_ESGOTO_REDE_PUBLICA;IN_LIXO_SERVICO_COLETA;IN_BIBLIOTECA;IN_BIBLIOTECA_SALA_LEITURA;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_QUADRA_ESPORTES;IN_REFEITORIO;IN_INTERNET;IN_INTERNET_ALUNOS;IN_INTERNET_APRENDIZAGEM;IN_BANDA_LARGA;QT_DESKTOP_ALUNO;QT_COMP_PORTATIL_ALUNO;QT_TABLET_ALUNO;IN_BANHEIRO_PNE;IN_SALA_ATENDIMENTO_ESPECIAL;IN_ACESSIBILIDADE_RAMPAS;IN_ACESSIBILIDADE_PISOS_TATEIS;IN_ACESSIBILIDADE_SINALIZACAO;IN_ACESSIBILIDADE_INEXISTENTE;QT_SALAS_UTILIZADAS;QT_SALAS_UTILIZA_CLIMATIZADAS;QT_SALAS_UTILIZADAS_ACESSIVEIS;TEM_BIBLIOTECA_OU_SALA_LEITURA;QTD_SERVICOS_BASICOS;PERCENTUAL_SERVICOS_BASICOS;QTD_ESPACOS_ESCOLARES;PERCENTUAL_ESPACOS_ESCOLARES;QTD_INFORMACOES_CONECTIVIDADE;QTD_RECURSOS_CONECTIVIDADE;PERCENTUAL_RECURSOS_CONECTIVIDADE;TOTAL_DISPOSITIVOS_ALUNOS;QTD_RECURSOS_ACESSIBILIDADE;PERCENTUAL_RECURSOS_ACESSIBILIDADE;PERCENTUAL_SALAS_CLIMATIZADAS;PERCENTUAL_SALAS_ACESSIVEIS
21279764;IFMA - CAMPUS SAO JOSE DE RIBAMAR;2111201;São José de Ribamar;1.0;1.0;CENSO_ESCOLAR_2025;150;137;518.79;140;532.5;140;544.02;137;544.34;140;132;94.29;614.71;651.97;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;19.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;9.0;9.0;9.0;1.0;4.0;100.0;5.0;100.0;4;4.0;100.0;59.0;4.0;80.0;100.0;100.0
21280835;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - IEMA PLENO PINDARE-MIRIM;2108504;Pindaré-Mirim;2.0;1.0;CENSO_ESCOLAR_2025;125;106;473.77;112;476.97;112;494.61;106;453.77;112;98;87.5;608.93;695.92;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;15.0;5.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;12.0;12.0;12.0;1.0;3.0;75.0;5.0;100.0;4;4.0;100.0;20.0;4.0;80.0;100.0;100.0
21280843;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - IEMA PLENO BACABEIRA;2101251;Bacabeira;2.0;1.0;CENSO_ESCOLAR_2025;122;96;464.98;101;479.03;101;495.48;96;450.3;101;90;89.11;563.76;632.67;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;23.0;2.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;13.0;13.0;13.0;1.0;3.0;75.0;5.0;100.0;4;4.0;100.0;25.0;4.0;80.0;100.0;100.0
21281637;IFMA - CAMPUS VIANA;2112803;Viana;1.0;2.0;CENSO_ESCOLAR_2025;53;50;502.19;51;513.54;51;511.02;50;510.65;51;51;100.0;723.53;723.53;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;22.0;1.0;0.0;1.0;0.0;0.0;0.0;11.0;11.0;11.0;1.0;3.0;75.0;5.0;100.0;4;4.0;100.0;22.0;2.0;40.0;100.0;100.0
21281645;IFMA - CAMPUS AVANCADO ROSARIO;2109601;Rosário;1.0;2.0;CENSO_ESCOLAR_2025;102;95;503.62;97;517.72;97;539.85;95;537.15;97;95;97.94;658.97;672.84;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;40.0;4.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;12.0;8.0;4.0;1.0;3.0;75.0;3.0;60.0;4;4.0;100.0;44.0;2.0;40.0;66.67;33.33
21281653;IFMA - CAMPUS GRAJAU;2104800;Grajaú;1.0;1.0;CENSO_ESCOLAR_2025;95;84;482.1;87;495.84;87;522.52;84;510.53;87;83;95.4;645.75;676.87;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;60.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;9.0;9.0;9.0;1.0;3.0;75.0;5.0;100.0;4;4.0;100.0;60.0;4.0;80.0;100.0;100.0
21281661;IFMA - CAMPUS PEDREIRAS;2108207;Pedreiras;1.0;1.0;CENSO_ESCOLAR_2025;326;290;501.7;305;496.32;305;531.41;290;534.31;305;283;92.79;612.72;660.35;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;60.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;10.0;10.0;10.0;1.0;3.0;75.0;4.0;80.0;4;4.0;100.0;60.0;4.0;80.0;100.0;100.0
21281785;IFMA - CAMPUS AVANCADO PORTO FRANCO;2109007;Porto Franco;1.0;1.0;CENSO_ESCOLAR_2025;26;26;515.25;26;534.96;26;554.08;26;580.17;26;26;100.0;726.92;726.92;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;40.0;6.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;6.0;6.0;0.0;1.0;4.0;100.0;4.0;80.0;4;4.0;100.0;46.0;2.0;40.0;100.0;0.0
21282137;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - IEMA PLENO AXIXA;2101103;Axixá;2.0;2.0;CENSO_ESCOLAR_2025;118;96;449.32;97;442.75;97;472.43;96;442.35;97;91;93.81;552.16;588.57;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;30.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;13.0;13.0;0.0;1.0;3.0;75.0;5.0;100.0;4;4.0;100.0;32.0;3.0;60.0;100.0;0.0
21282145;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - IEMA PLENO COROATA;2103604;Coroatá;2.0;1.0;CENSO_ESCOLAR_2025;124;116;478.92;117;466.29;117;493.58;116;475.05;117;112;95.73;640.68;669.29;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;39.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;12.0;12.0;0.0;1.0;4.0;100.0;5.0;100.0;4;3.0;75.0;40.0;3.0;60.0;100.0;0.0
21282153;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - IEMA PLENO SAO JOSE DE RIBAMAR;2111201;São José de Ribamar;2.0;1.0;CENSO_ESCOLAR_2025;98;77;463.56;84;468.65;84;494.98;77;437.51;84;77;91.67;534.52;583.12;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;20.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;12.0;12.0;12.0;1.0;3.0;75.0;5.0;100.0;4;4.0;100.0;20.0;4.0;80.0;100.0;100.0
21282161;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - IEMA PLENO TIMON;2112209;Timon;2.0;1.0;CENSO_ESCOLAR_2025;118;101;481.11;103;500.06;103;513.41;101;479.5;103;99;96.12;625.44;650.71;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;20.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;13.0;13.0;0.0;1.0;4.0;100.0;3.0;60.0;4;4.0;100.0;20.0;3.0;60.0;100.0;0.0
21283290;IFMA - CAMPUS PRESIDENTE DUTRA;2109106;Presidente Dutra;1.0;2.0;CENSO_ESCOLAR_2025;64;61;533.52;61;574.21;61;570.48;61;610.17;61;61;100.0;776.72;776.72;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;80.0;5.0;12.0;1.0;0.0;1.0;0.0;0.0;0.0;10.0;10.0;10.0;1.0;3.0;75.0;4.0;80.0;4;4.0;100.0;97.0;2.0;40.0;100.0;100.0
21283303;IFMA - CAMPUS ITAPECURU MIRIM;2105401;Itapecuru Mirim;1.0;1.0;CENSO_ESCOLAR_2025;71;69;508.14;70;526.81;70;536.47;69;555.69;70;70;100.0;707.71;707.71;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;57.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;8.0;8.0;0.0;1.0;4.0;100.0;4.0;80.0;4;4.0;100.0;57.0;3.0;60.0;100.0;0.0
21283850;CENTRO DE ENSINO MATIAS COSTA;2105104;Icatu;2.0;2.0;CENSO_ESCOLAR_2025;46;38;421.65;41;437.81;41;428.75;38;386.22;41;38;92.68;433.17;467.37;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;5.0;2.0;5.0;1.0;2.0;50.0;1.0;20.0;4;3.0;75.0;1.0;2.0;40.0;40.0;100.0
21283869;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - IEMA PLENO BREJO;2102101;Brejo;2.0;2.0;CENSO_ESCOLAR_2025;100;90;449.78;91;458.92;91;476.99;90;433.76;91;88;96.7;551.65;570.45;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;35.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;13.0;13.0;13.0;1.0;2.0;50.0;4.0;80.0;4;4.0;100.0;36.0;3.0;60.0;100.0;100.0
21283877;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - IEMA PLENO CURURUPU;2103703;Cururupu;2.0;1.0;CENSO_ESCOLAR_2025;111;96;466.67;100;482.59;100;499.02;96;458.34;100;91;91.0;490.6;539.12;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;49.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;13.0;13.0;13.0;1.0;3.0;75.0;5.0;100.0;4;4.0;100.0;49.0;4.0;80.0;100.0;100.0
21283885;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - IEMA PLENO SAO LUIS ITAQUI BACANGA;2111300;São Luís;2.0;1.0;CENSO_ESCOLAR_2025;138;117;453.83;123;450.46;123;485.02;117;437.07;123;102;82.93;430.73;519.41;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;14.0;13.0;2.0;1.0;4.0;100.0;5.0;100.0;4;4.0;100.0;41.0;3.0;60.0;92.86;14.29
21283893;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - IEMA PLENO MATOES;2106607;Matões;2.0;1.0;CENSO_ESCOLAR_2025;109;88;445.32;94;452.31;94;466.43;88;435.11;94;86;91.49;512.34;560.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;22.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;12.0;12.0;0.0;1.0;4.0;100.0;5.0;100.0;4;4.0;100.0;22.0;4.0;80.0;100.0;0.0
21283907;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - IEMA PLENO PRESIDENTE DUTRA;2109106;Presidente Dutra;2.0;2.0;CENSO_ESCOLAR_2025;118;110;468.03;113;482.04;113;514.75;110;470.67;113;111;98.23;661.42;673.33;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;20.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;12.0;12.0;12.0;1.0;3.0;75.0;5.0;100.0;4;3.0;75.0;22.0;3.0;60.0;100.0;100.0
21283915;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - IEMA PLENO SANTA INES;2109908;Santa Inês;2.0;1.0;CENSO_ESCOLAR_2025;119;101;477.82;105;469.07;105;492.95;101;453.71;105;99;94.29;589.33;625.05;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;30.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;12.0;12.0;0.0;1.0;4.0;100.0;5.0;100.0;4;4.0;100.0;30.0;3.0;60.0;100.0;0.0
21284334;IFMA - CAMPUS ARAIOSES;2100907;Araioses;1.0;1.0;CENSO_ESCOLAR_2025;78;67;477.99;72;475.63;72;506.78;67;445.11;72;68;94.44;620.83;657.35;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;50.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;9.0;9.0;9.0;1.0;3.0;75.0;4.0;80.0;4;4.0;100.0;50.0;3.0;60.0;100.0;100.0
21284970;CENTRO DE ENSINO RAFAEL BRAGA DE OLIVEIRA - ANEXO I POVOADO CORDEIRO;2108702;Pio XII;2.0;2.0;CENSO_ESCOLAR_2025;50;40;434.22;41;430.68;41;457.9;40;395.06;41;27;65.85;350.24;531.85;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;6.0;0.0;1.0;2.0;50.0;2.0;40.0;4;1.0;25.0;5.0;1.0;20.0;100.0;0.0
21284989;CENTRO EDUCA MAIS ROBSON PARENTES NOLETO SILVA;2112209;Timon;2.0;1.0;CENSO_ESCOLAR_2025;47;25;467.95;26;453.55;26;472.07;25;426.81;26;22;84.62;432.31;510.91;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;6.0;6.0;6.0;1.0;4.0;100.0;1.0;20.0;4;2.0;50.0;2.0;2.0;40.0;100.0;100.0
21285012;COLEGIO MILITAR 2 DE JULHO - UNIDADE XI - C E PROF RAIMUNDO JOSE PEREIRA DA SILVA;2101608;Barra do Corda;2.0;1.0;CENSO_ESCOLAR_2025;77;70;490.23;73;486.92;73;513.58;70;507.32;73;71;97.26;657.26;675.77;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;12.0;10.0;12.0;1.0;3.0;75.0;2.0;40.0;4;4.0;100.0;2.0;1.0;20.0;83.33;100.0
21285250;CENTRO DE ENSINO ANTILHON TEOPLO RAMOS ROCHA;2114007;Zé Doca;2.0;1.0;CENSO_ESCOLAR_2025;52;29;455.5;32;452.54;32;457.89;29;437.79;32;27;84.38;427.5;506.67;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;8.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;3.0;75.0;0.0;0.0;4;4.0;100.0;8.0;2.0;40.0;100.0;0.0
21285268;CENTRO EDUCA MAIS PROFESSOR JOSE RIBAMAR SANTOS SILVA;2107456;Olinda Nova do Maranhão;2.0;2.0;CENSO_ESCOLAR_2025;51;33;440.07;33;431.79;33;460.21;33;415.77;33;28;84.85;444.85;524.29;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;8.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;6.0;6.0;6.0;0.0;3.0;75.0;1.0;20.0;4;3.0;75.0;11.0;2.0;40.0;100.0;100.0
21285608;CENTRO DE ENSINO PAULO FREIRE - ANEXO I - BURITIRANA;2106102;Loreto;2.0;2.0;CENSO_ESCOLAR_2025;10;4;431.3;5;458.22;5;489.88;4;363.7;5;5;100.0;556.0;556.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;2.0;50.0;1.0;20.0;4;2.0;50.0;3.0;1.0;20.0;33.33;0.0
21286000;CENTRO DE ENSINO LUSO ROCHA - ANEXO II - BACURI;2109502;Riachão;2.0;2.0;CENSO_ESCOLAR_2025;13;9;464.72;9;451.5;9;472.29;9;438.68;9;9;100.0;575.56;575.56;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;4.0;4.0;0.0;3.0;75.0;1.0;20.0;3;0.0;0.0;0.0;1.0;20.0;100.0;100.0
21286183;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - IEMA PLENO SAO VICENTE FERRER;2111706;São Vicente Ferrer;2.0;2.0;CENSO_ESCOLAR_2025;103;91;452.04;95;449.7;95;472.47;91;439.67;95;75;78.95;477.26;604.53;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;8.0;1.0;13.0;1.0;1.0;1.0;1.0;0.0;0.0;12.0;12.0;12.0;1.0;3.0;75.0;5.0;100.0;4;2.0;50.0;22.0;4.0;80.0;100.0;100.0
21286205;CENTRO DE ENSINO DR TARQUINIO LOPES FILHO - ANEXO I - SONHO DOURADO;2102903;Carutapera;2.0;1.0;CENSO_ESCOLAR_2025;10;7;461.11;8;483.11;8;485.19;7;444.11;8;8;100.0;475.0;475.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;3.0;75.0;1.0;20.0;3;0.0;0.0;0.0;2.0;40.0;0.0;33.33
21286400;CENTRO DE ENSINO DR TARQUINIO LOPES FILHO - ANEXO II - LIVRAMENTO;2102903;Carutapera;2.0;2.0;CENSO_ESCOLAR_2025;10;6;486.97;6;462.48;6;479.57;6;483.02;6;4;66.67;363.33;545.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;3.0;75.0;0.0;0.0;3;0.0;0.0;0.0;1.0;20.0;0.0;33.33
21286736;CENTRO DE ENSINO ESTADO DO PARANA;2107902;Passagem Franca;2.0;1.0;CENSO_ESCOLAR_2025;86;67;450.62;68;464.08;68;473.49;67;450.83;68;54;79.41;523.82;659.63;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;11.0;1.0;4.0;0.0;3.0;75.0;0.0;0.0;4;3.0;75.0;1.0;1.0;20.0;9.09;36.36
21287422;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - IEMA PLENO CODO;2103307;Codó;2.0;1.0;CENSO_ESCOLAR_2025;140;136;466.58;136;469.47;136;498.55;136;445.7;136;121;88.97;541.76;608.93;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;15.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;12.0;12.0;12.0;1.0;3.0;75.0;5.0;100.0;4;3.0;75.0;15.0;3.0;60.0;100.0;100.0
21287449;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - IEMA PLENO BACABAL;2101202;Bacabal;2.0;1.0;CENSO_ESCOLAR_2025;144;125;445.2;131;460.44;131;477.53;125;433.8;131;107;81.68;482.9;591.21;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;8.0;30.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;12.0;12.0;3.0;1.0;4.0;100.0;5.0;100.0;4;4.0;100.0;41.0;3.0;60.0;100.0;25.0
21287457;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - IEMA PLENO SANTA LUZIA DO PARUA;2110039;Santa Luzia do Paruá;2.0;1.0;CENSO_ESCOLAR_2025;115;101;474.3;105;474.23;105;498.14;101;468.74;105;98;93.33;607.05;650.41;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;20.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;12.0;12.0;0.0;1.0;3.0;75.0;3.0;60.0;4;3.0;75.0;20.0;2.0;40.0;100.0;0.0
21287465;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - IEMA PLENO VARGEM GRANDE;2112704;Vargem Grande;2.0;1.0;CENSO_ESCOLAR_2025;99;92;459.82;94;456.65;94;479.41;92;446.88;94;77;81.91;516.38;630.39;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;13.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;12.0;12.0;12.0;1.0;3.0;75.0;5.0;100.0;4;4.0;100.0;14.0;4.0;80.0;100.0;100.0
21288747;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - IEMA PLENO CHAPADINHA;2103208;Chapadinha;2.0;1.0;CENSO_ESCOLAR_2025;133;120;463.64;122;471.26;122;491.69;120;476.22;122;112;91.8;630.98;687.32;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;10.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;12.0;12.0;0.0;1.0;3.0;75.0;5.0;100.0;4;3.0;75.0;12.0;3.0;60.0;100.0;0.0
21288755;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - IEMA PLENO SAO LUIS TAMANCAO;2111300;São Luís;2.0;1.0;CENSO_ESCOLAR_2025;48;40;486.24;40;484.74;40;513.9;40;452.86;40;39;97.5;528.0;541.54;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;25.0;2.0;6.0;1.0;1.0;1.0;1.0;0.0;0.0;5.0;5.0;4.0;1.0;4.0;100.0;4.0;80.0;4;4.0;100.0;33.0;4.0;80.0;100.0;80.0
21288763;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - IEMA PLENO CARUTAPERA;2102903;Carutapera;2.0;1.0;CENSO_ESCOLAR_2025;138;120;469.28;125;462.24;125;502.45;120;452.27;125;117;93.6;521.44;557.09;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;20.0;3.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;12.0;12.0;12.0;1.0;3.0;75.0;5.0;100.0;4;4.0;100.0;23.0;3.0;60.0;100.0;100.0
21288771;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - IEMA PLENO BALSAS;2101400;Balsas;2.0;1.0;CENSO_ESCOLAR_2025;90;68;467.52;72;470.65;72;506.09;68;468.4;72;71;98.61;611.67;620.28;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;20.0;3.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;12.0;12.0;12.0;1.0;3.0;75.0;5.0;100.0;4;3.0;75.0;23.0;4.0;80.0;100.0;100.0
21288780;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - IEMA PLENO COELHO NETO;2103406;Coelho Neto;2.0;1.0;CENSO_ESCOLAR_2025;128;119;453.39;124;480.34;124;500.4;119;452.84;124;115;92.74;588.87;634.96;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;23.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;12.0;12.0;0.0;1.0;3.0;75.0;5.0;100.0;4;4.0;100.0;23.0;5.0;100.0;100.0;0.0
21288810;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - IEMA PLENO COLINAS;2103505;Colinas;2.0;2.0;CENSO_ESCOLAR_2025;92;86;457.2;90;475.25;90;496.64;86;459.74;90;84;93.33;576.89;618.1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;33.0;3.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;12.0;12.0;12.0;1.0;3.0;75.0;5.0;100.0;4;4.0;100.0;36.0;4.0;80.0;100.0;100.0
21288828;CENTRO EDUCA MAIS RAIMUNDO PINHEIRO PIRES;2103307;Codó;2.0;2.0;CENSO_ESCOLAR_2025;33;18;432.88;19;447.57;19;447.76;18;404.21;19;16;84.21;417.89;496.25;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;4.0;100.0;1.0;20.0;4;2.0;50.0;0.0;1.0;20.0;0.0;0.0
21288879;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - IEMA PLENO ALTO ALEGRE DO PINDARE;2100477;Alto Alegre do Pindaré;2.0;1.0;CENSO_ESCOLAR_2025;95;79;457.8;82;452.09;82;489.89;79;466.89;82;71;86.59;574.88;663.94;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;10.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;9.0;9.0;9.0;0.0;3.0;75.0;1.0;20.0;4;4.0;100.0;10.0;2.0;40.0;100.0;100.0
